USE NNV;
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (1, 1, 1, 2012-03-01, 1340063, 'Failed', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (24, 24, 24, 2023-07-14, 4201013, 'Failed', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (25, 25, 25, 2021-10-02, 6007448, 'Success', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (26, 26, 26, 2019-05-11, 4702837, 'Success', 'WeChat Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (27, 27, 27, 2011-06-12, , 'Success', 'Samsung Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (28, 28, 28, 2016-12-04, , 'Success', 'Contactless Payment' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (29, 29, 29, 2013-01-29, , 'Success', 'Amazon Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (30, 30, 30, 2016-08-28, , 'Success', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (31, 31, 31, 2017-05-18, , '', 'Debit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (32, 32, 32, 2015-10-13, , 'Success', 'PayPal' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (33, 33, 33, 2021-10-28, 172205, 'Success', 'Cash' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (34, 34, 34, 2020-06-07, 5562327, 'Success', 'Bank Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (35, 35, 35, 2012-04-22, 655123, 'Failed', 'Cryptocurrency' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (36, 36, 36, 2018-05-22, , 'Success', 'Venmo' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (37, 37, 37, 2021-09-25, , '', 'Apple Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (38, 38, 38, 2015-12-25, , 'Failed', 'Google Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (39, 39, 39, 2013-11-24, , 'Failed', 'Cash App' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (40, 40, 40, 2017-09-13, 9563972, 'Success', 'Stripe' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (41, 41, 41, 2012-09-23, 1882201, 'Success', 'Square' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (42, 42, 42, 2020-03-16, , 'Success', 'Visa' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (43, 43, 43, 2023-06-12, 1263653, 'Success', 'MasterCard' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (44, 44, 44, 2018-05-28, 8791692, 'Success', 'American Express' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (45, 45, 45, 2010-09-23, 4070252, 'Failed', 'Discover' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (46, 46, 46, 2022-11-27, , 'Success', 'Diners Club' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (47, 47, 47, 2015-04-22, , 'Failed', 'JCB' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (48, 48, 48, 2017-02-15, 3345251, 'Success', 'Direct Debit' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (49, 49, 49, 2011-01-07, , '', 'ACH Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (50, 50, 50, 2015-06-04, , 'Failed', 'Wire Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (51, 51, 51, 2021-03-11, 8642198, 'Success', 'Money Order' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (52, 52, 52, 2011-04-02, , 'Failed', 'Cheque' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (53, 53, 53, 2023-11-13, 721264, 'Failed', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (54, 54, 54, 2023-01-21, , 'Failed', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (55, 55, 55, 2014-05-21, 7024374, 'Success', 'WeChat Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (56, 56, 56, 2012-09-21, , 'Failed', 'Samsung Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (57, 57, 57, 2013-11-10, 8496269, 'Failed', 'Contactless Payment' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (58, 58, 58, 2021-04-09, 7180427, '', 'Amazon Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (59, 59, 59, 2016-03-01, , 'Failed', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (60, 60, 60, 2021-03-28, 3988124, '', 'Debit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (61, 61, 61, 2013-08-19, 6671610, 'Success', 'PayPal' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (62, 62, 62, 2017-08-28, , 'Failed', 'Cash' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (63, 63, 63, 2010-01-14, 1682773, 'Success', 'Bank Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (64, 64, 64, 2022-04-14, 82844, 'Failed', 'Cryptocurrency' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (65, 65, 65, 2021-08-17, , 'Failed', 'Venmo' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (66, 66, 66, 2023-12-24, 362061, '', 'Apple Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (67, 67, 67, 2020-01-31, 7697621, 'Success', 'Google Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (68, 68, 68, 2018-02-10, , 'Success', 'Cash App' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (69, 69, 69, 2016-03-28, , 'Failed', 'Stripe' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (70, 70, 70, 2022-11-18, 475692, 'Failed', 'Square' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (71, 71, 71, 2019-06-11, 7470060, 'Failed', 'Visa' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (72, 72, 72, 2021-06-30, 7904862, '', 'MasterCard' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (73, 73, 73, 2017-04-09, , 'Failed', 'American Express' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (74, 74, 74, 2011-04-17, , '', 'Discover' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (75, 75, 75, 2023-11-20, , 'Failed', 'Diners Club' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (76, 76, 76, 2016-06-30, 511800, '', 'JCB' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (77, 77, 77, 2019-03-08, 5685964, 'Success', 'Direct Debit' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (78, 78, 78, 2023-05-22, 4066229, 'Failed', 'ACH Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (79, 79, 79, 2019-04-07, 3682297, 'Failed', 'Wire Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (80, 80, 80, 2023-10-01, 6318783, 'Failed', 'Money Order' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (81, 81, 81, 2013-05-30, 3582977, 'Success', 'Cheque' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (82, 82, 82, 2013-02-07, 558733, 'Success', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (83, 83, 83, 2011-09-10, 1062584, 'Failed', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (84, 84, 84, 2016-08-27, , 'Failed', 'WeChat Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (85, 85, 85, 2010-06-29, , 'Failed', 'Samsung Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (86, 86, 86, 2010-11-19, 3652511, 'Failed', 'Contactless Payment' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (87, 87, 87, 2015-06-05, 3446847, '', 'Amazon Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (88, 88, 88, 2016-02-25, 154625, '', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (89, 89, 89, 2023-01-14, 4881711, '', 'Debit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (90, 90, 90, 2023-02-20, , 'Failed', 'PayPal' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (91, 91, 91, 2011-05-17, , 'Failed', 'Cash' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (92, 92, 92, 2012-12-07, 1116287, 'Success', 'Bank Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (93, 93, 93, 2016-02-15, 2381617, 'Success', 'Cryptocurrency' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (94, 94, 94, 2010-11-19, 3690181, '', 'Venmo' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (95, 95, 95, 2011-12-01, , 'Failed', 'Apple Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (96, 96, 96, 2012-01-29, 422461, 'Success', 'Google Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (97, 97, 97, 2014-12-09, , 'Failed', 'Cash App' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (98, 98, 98, 2014-04-03, 5702775, 'Failed', 'Stripe' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (99, 99, 99, 2023-09-03, , '', 'Square' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (100, 100, 100, 2020-06-18, , 'Success', 'Visa' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (101, 1, 1, 2014-09-28, 6498938, 'Success', 'MasterCard' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (102, 2, 2, 2017-06-13, , 'Failed', 'American Express' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (103, 3, 3, 2017-10-28, , '', 'Discover' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (104, 4, 4, 2022-07-25, 1499504, 'Success', 'Diners Club' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (105, 5, 5, 2017-07-19, , 'Failed', 'JCB' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (106, 6, 6, 2013-06-05, , 'Success', 'Direct Debit' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (107, 7, 7, 2018-12-10, , '', 'ACH Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (108, 8, 8, 2020-10-29, , '', 'Wire Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (109, 9, 9, 2013-05-22, 9493179, 'Failed', 'Money Order' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (110, 10, 10, 2014-02-06, 5502511, '', 'Cheque' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (111, 11, 11, 2010-04-16, , '', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (112, 12, 12, 2013-02-24, 2265345, 'Failed', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (113, 13, 13, 2018-12-25, 8097639, '', 'WeChat Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (114, 14, 14, 2012-05-17, , 'Success', 'Samsung Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (115, 15, 15, 2012-03-14, , '', 'Contactless Payment' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (116, 16, 16, 2017-01-21, 6167634, '', 'Amazon Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (117, 17, 17, 2017-03-18, 4691539, 'Failed', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (118, 18, 18, 2012-06-16, , 'Success', 'Debit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (119, 19, 19, 2020-11-04, 3657821, '', 'PayPal' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (120, 20, 20, 2017-01-03, 770399, 'Success', 'Cash' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (121, 21, 21, 2019-10-03, 3939195, 'Failed', 'Bank Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (122, 22, 22, 2015-03-12, 6405322, '', 'Cryptocurrency' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (123, 23, 23, 2014-04-19, 6130598, 'Success', 'Venmo' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (124, 24, 24, 2019-07-05, , 'Success', 'Apple Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (125, 25, 25, 2016-01-01, 3236885, '', 'Google Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (126, 26, 26, 2012-02-14, 8791741, 'Failed', 'Cash App' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (127, 27, 27, 2014-10-18, 7118510, 'Failed', 'Stripe' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (128, 28, 28, 2012-01-19, 6595017, 'Failed', 'Square' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (129, 29, 29, 2012-03-25, 7255164, 'Failed', 'Visa' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (130, 30, 30, 2017-07-03, 7607864, 'Success', 'MasterCard' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (131, 31, 31, 2012-03-09, , 'Success', 'American Express' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (132, 32, 32, 2023-11-03, , 'Failed', 'Discover' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (133, 33, 33, 2016-02-28, 8221798, 'Failed', 'Diners Club' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (134, 34, 34, 2019-08-06, 5320076, 'Success', 'JCB' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (135, 35, 35, 2012-07-02, 5779417, 'Success', 'Direct Debit' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (136, 36, 36, 2020-03-31, 8572290, 'Success', 'ACH Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (137, 37, 37, 2013-02-27, , 'Success', 'Wire Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (138, 38, 38, 2010-03-27, 7956236, 'Failed', 'Money Order' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (139, 39, 39, 2012-05-23, 1333502, 'Failed', 'Cheque' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (140, 40, 40, 2013-04-05, 9492440, 'Failed', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (141, 41, 41, 2021-09-08, 5428084, 'Failed', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (142, 42, 42, 2016-05-07, 4134088, 'Failed', 'WeChat Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (143, 43, 43, 2021-03-06, 4547715, 'Success', 'Samsung Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (144, 44, 44, 2012-11-08, 9338947, 'Success', 'Contactless Payment' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (145, 45, 45, 2015-01-11, 8902099, '', 'Amazon Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (146, 46, 46, 2021-10-30, , 'Failed', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (147, 47, 47, 2018-10-19, 2498387, 'Failed', 'Debit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (148, 48, 48, 2010-07-10, 1085589, 'Failed', 'PayPal' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (149, 49, 49, 2010-09-20, 6470597, 'Failed', 'Cash' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (150, 50, 50, 2022-11-07, 2231694, 'Failed', 'Bank Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (151, 51, 51, 2017-06-16, , 'Success', 'Cryptocurrency' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (152, 52, 52, 2012-01-10, , 'Failed', 'Venmo' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (153, 53, 53, 2010-04-24, , '', 'Apple Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (154, 54, 54, 2018-08-31, , 'Success', 'Google Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (155, 55, 55, 2013-10-16, 5651046, '', 'Cash App' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (156, 56, 56, 2020-03-29, , 'Success', 'Stripe' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (157, 57, 57, 2017-06-16, , 'Success', 'Square' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (158, 58, 58, 2023-11-12, , '', 'Visa' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (159, 59, 59, 2023-03-04, 5014471, '', 'MasterCard' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (160, 60, 60, 2015-10-20, , 'Failed', 'American Express' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (161, 61, 61, 2020-11-20, 8013399, 'Success', 'Discover' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (162, 62, 62, 2018-08-07, , '', 'Diners Club' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (163, 63, 63, 2013-12-06, 42352, 'Failed', 'JCB' );
